County,Provider,CONTRACT_PLAN,PLAN_CATEGORY,Medicaid Coverage Categories (For D-SNP plans only),Enrolls All Duals (Y/N),"Types of Chronic Conditions (C-SNP only) (Diabetes, Coronary Artery Diseases, Cardiovascular Disorders, COPD, ESRD)",VBID (Y/N),Annual Max ,Annual Max - Shared Allowance (Y/N),Bridges Coinsurance,Crowns Coinsurance,Implant Coinsurance,Root Canal Coinsurance,Denture Coinsurance,Periodontal Surgery Coinsurance,"Dental Vendor Name (Vendor, Card Based, Allowance)",Optional Supplemental Benefit (Y/N),"Benefit Structure: Vendor, Non-vendor, Card-Based, Allowance","Out-of-Network Cost Share (Identical, Different)",Preventative Only (Y/N),Preventative and Comprehensive (Y/N),Implant Coverage (Y/N),Root Canal Coverage (Y/N),Denture Coverage (Y/N),Periodontal Surgery Coverage (Y/N),Crowns (Y/N),Bridges (Y/N),"Dental Score Card (Weak, Same or Strong) compared to Devoted plan design.  I will compare apples to apples (i.e. PPO vs PPO, 0 HMO vs 0 HMO) and will be comparing the overall dental plan design. ",Healthy Food Card Vendor,Healthy Food Card Amount,Healthy Food Card Benefit Structure (Monthly/Quarterly),Healthy Food Rollover,OTC Vendor,OTC Benefit Structure (Monthly/Quarterly),OTC - Retail (Y/N),OTC - Catalog (Y/N),OTC- Online (Y/N) ,OTC- Over-the-phone (Y/N) ,OTC Rollover (Y/N),Utilities Vendor,Utilities Benefit Structure (Monthly/Quarterly),Covered Utilities ,Utilities Rollover,Combined/Shared Benefit (Y/N) ,Additional Flex Card Benefit ,Additional Supplemental Benefit Choice (Use this row for if a member MUST choose a benefit at the time of enrollment),Routine Acupuncture Vendor,"Routine Acupuncture Benefit Structure (# of Visit /Timeframe, Coverage)",Medicare Covered Acupuncture Vendor,Therapeutic Massage Vendor,"Therapeutic Massage Benefit Structure (# of Visits/Timeframe, Coverage)",Routine Chiropractor Vendor,"Routine Chiropractor Benefit Structure (# of Visits/Timeframe, Coverage)",Vision Vendor,Fitness Vendor,Wearable Device (Fitness),Grocery Delivery,Hearing Aid Vendor,Nemt Vendor,Nemt Oneway Trip Limit,Nemt Distance (Max Mileage),In Home/ Bathroom Safety Devices (Y/N),In-Home Support Services/Personal Home Care Vendor,In-Home Support Services/Personal Home Care Benefit Structure ,PERS Vendor,PERS Coverage,Meals Vendor,Wig Chemo,Caregiver Support ,Worldwide Benefit Structure ,Companion Services ,Behavioral Health Vendor,DME Vendor,Nurse Line Vendor,Nurse Line 24/7 (Y/N)
NC: Greensoro/Winston-Salem,Humana Inc.,H1036 - 168 - 000,D-SNP HMO,"FBDE,QDWI,QI,QMB,QMB+,SLMB,SLMB+.",Y,,Y,"$4,000",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,No,,Same,N,Y,N,Y,Y,Y,Y,Y,Strong,UNK,$225 Shared,Monthly,N,UNK,Monthly,Y,Y,Y,Y,Y,UNK,Monthly,$225 Shared,N,"$225 automatically loaded on a Humana Spending Account Card every
month to use toward the purchase of items and services, such as:
• Food and produce
• Over-the-Counter (OTC) products
• Home supplies General supports for living (rent assistance, utilities, internet
payments**)
• Meal delivery services
• Personal wellness products
• Bathroom safety devices
• Non-medical transportation**
• Pest control**
• Robotic pets
• Disaster-relief products
• Pet care and supplies**","Humana Flexible Care Assistance -$500/year Medical expense assistance
• Meal delivery services
• Caregiver services
• Adult day care
• Utilities
• Non-medical transportation
• Medical supplies and prosthetics
• Pest control
• Alternative therapies
• Home and bathroom safety devices",N/A,NC,NC,,NC,NC,UNK,"Routine chiropractic
$0 copayment – Specialist's Office",UNK,SilverSneakers® (Tivity Health),NC,NC,TruHearing ,UNK,48 one-way trips/year (Additional trips converd under flexible spending account),75 miles,Y- Part of Healthy Options Allowance (225/Monthly),UNK,"With the Personal Home Care benefit you will be eligible to receive services
for a minimum of 4 hours per day up to a maximum of 80 hours per year; Assistance with:
• Bathing, Dressing, or Grooming
• Toileting
• Eating or Drinking
• Changing Positions
• Walking Independently
Examples of IADLs:
• Preparing meals
• Shopping on behalf of the member for groceries or personal items
• Performing light housework*
• Laundry
• Dishes",UNK,". On The Go Mobile personal help button functions both in and
out of the house, uses two way voice communication & five location
seeking technologies to send help quickly to wherever the member is
located","* Humana Well Dine
® (Mom's Meals",,Not support but Caregiver Services offered under Humana Flexible Care Assistance,UNK,UNK,,,UNK,UNK
NC: Greensoro/Winston-Salem,CVS Health Corporation,H3146 - 006 - 000,Premium HMO,,,,,"$2,500",Y,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON?","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Aetna,No,,Different,N,Y,Y?,Y,Y,Y,Y,Y,Same,UNK -- Note: the Healthy Foods benefit is for VBID members only,$120,Quarterly,N,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N,NC,NC,NC,NC,N ,N,NC,NC,NC,,NC,NC,NC,NC,EyeMed,SilverSneakers,UNK -- One at-home fitness kit per year may be ordered,NC,NationsHearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,GA Foods,NC,NC -- (Hospice care includes short-term respite care),"$250,000 annual maximum benefit for worldwide emergency and urgently needed care.",NC,,,UNK,Y    
OH: Cleveland,CIGNA,H0672 - 016 - 000,Giveback MAPD HMO,,,,,$2000 (allowance),N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",N/A,No,,Identical,N/A,N/A,Y,Y,Y,Y,Y,Y,Strong,NC,NC,NC,NC,UNK,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,NC,NC,NC,,NC,NC,NC,NC,Superior Vision,Silver&Fit,"Y – you can select one Home Fitness Kit per benefit year from a variety of kit options, including a wearable fitness tracker",NC,Hearing Care Solutions,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories",NC,,,UNK,Y
OH: Cleveland & SW Ohio,Trinity Health Corporation,H3668 - 030 - 000,Giveback MAPD HMO,,,,,"$1,000",Y,N/A,N/A,N/A,N/A,N/A,N/A,UHC (Dental Benefits Providers),No,,Different,N,Y,N,N,N,N,N,N,Weak/Same,NC,NC,NC,NC,UNK -- (CVS?),Quarterly,Y,"N -- no mention of catalog, just website",Y,Y,N,NC,NC,NC,NC,N    ,N,NC,UNK,Up to 6 visits per year,,NC,NC,NC,NC,Spectera,SilverSneakers,NC,NC,TruHearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,GA Foods,NC,NC,UNK,NC,,,UNK,Y
OH: Cleveland,"UnitedHealth Group, Inc.",H5253 - 050 - 000,Premium HMO,,,,,"$1,500",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N,NC,NC,NC,,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
OH: Cleveland & SW Ohio,"Elevance Health, Inc.",H3655 - 042 - 000,Premium HMO,,,,,$500/$1000/$2000,Y,"50% IN, 100% OON","50% IN, 100% OON","50% IN, 100% OON","50% IN, 100% OON","50% IN, 100% OON","50% IN, 100% OON",Liberty,Yes,,Different,N,Y,Y,Y,Y,Y,Y,Y,Weak,UNK -- note that this benefit is covered only for SSBCI members only,NC -- (note that SSBCI members can receive $50 every month),NC -- (monthly for SSBCI members),N,UNK,Quarterly,Y,Y -- note that orders delivered through the mail are limited to one order per quarter,Y,Y,N,UNK -- note that this benefit is covered only for SSBCI members only,NC -- (monthly for SSBCI members),"NC -- (for SSBCI members: Flex Account – Utilities provides a spending allowance on your Benefits Prepaid Card that may be used to reduce your out-of-pocket expenses for household utilities such as natural/propane gas, electric, water, or sewer. It can also be used with internet and cellular providers. The card may be used to cover these expenses when provided by any utility provider that accepts a prepaid card.) ",N,Y -- for SSBCI members; see details in Row 94,"Y -- dental, vision, and hearing",N,NC,NC,,NC,NC,NC,NC,UNK,SilverSneakers,Y -- Coverage includes a fitness tracking device to track your physical activity and access to online tools designed to provide guidance and promote an active lifestyle. Limit is one device every two years provided through our contracted vendor.,NC -- (note that SSBCI members can order healthy groceries for home delivery),UNK,XXX,XXX,XXX,"Y -- Assistive Devices: This benefit provides an annual spending allowance toward the purchase of assistive devices on your Benefits Prepaid Card. Covered items allowed by Medicare include, but are not limited to: ADA toilet seats, shower stools, handheld shower heads, reaching devices, temporary wheelchair ramps, and more.",UNK,"In-Home Support: This benefit provides companionship and assistance with independent activities of daily living such as home-based chores, help getting to appointments or getting items such as groceries, medication, and more. Help getting to appointments does not include transportation.",UNK,Y -- $0.00 copay for one personal emergency response system and monthly monitoring by a contracted vendor.,UNK,NC,NC -- (note that Hospice Care includes short-term respite care),"This plan covers worldwide urgent care services if you're traveling outside of the United States for less than six months. Coverage is limited to $100,000 per year for worldwide urgent care and emergency services. $90.00 copay for each covered worldwide urgently needed service. You must pay all costs to return to your service area.","Y -- note that In-Home Support benefit includes companionship; see Row 81. In-home support can work in conjunction with other benefits or care plans to promote independent living, aid in reducing a member’s feeling of social isolation, and improve their overall mental outlook.
",,,NurseLine,Y
OH: Devoted SA,"UnitedHealth Group, Inc.",H5322 - 028 - 000,D-SNP HMO,,,,,"$3,500",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,Solutran,$155,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"Electricity, gas, water, and internet -- (note that the service address must match an address we have on file for you)",N,"Y -- healthy foods, OTC, and utilities",N,N,NC,NC,,NC,NC,"OptumHealth Care Solutions, LLC","12 visits each year; covered services include routine visits to treat nerve, muscle and/or bone pain, and nausea; no referral required.",UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,ModivCare,"Up to 84 one-way trips are covered each year (limited to ground transportation only). NOTE: perhaps 84 is a typo, perhaps the numbers are transposed? I've seen 48 trips before, but 84 seems random, tbph.",50 miles,NC,NC,NC,Lifeline,$0 copayment for button to be worn on wrist or as a pendant; some models automatically detect falls. You must have a working landline or live in an area that has AT&T wireless coverage to get a PERS device. The cellular device works nationwide with the AT&T wireless network but does not require you to have AT&T.,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
OH: Devoted SA,"UnitedHealth Group, Inc.",H0271 - 055 - 000,D-SNP PPO ,"OH: FBDE, QMB, QMB PLUS, SLMB PLUS.",N,,Y,"$3,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,Solutran,$130 Shared,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"Electricity, gas, water, and internet -- (note that the service address must match an address we have on file for you)",N,"Y -- healthy foods, OTC, and utilities",N,N/A,NC,NC,,NC,NC,"OptumHealth Care Solutions, LLC","12 visits each year; covered services include routine visits to treat nerve, muscle and/or bone pain, and nausea; no referral required.",UnitedHealthcare Vision®,Renew Active®,NC,NC,UnitedHealthcare Hearing,ModivCare,"Up to 84 one-way trips are covered each year (limited to ground transportation only). NOTE: perhaps 84 is a typo, perhaps the numbers are transposed? I've seen 48 trips before, but 84 seems random, tbph.",50 miles,NC,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
OH: SW Ohio,CIGNA,H0672 - 017 - 000,Giveback MAPD HMO,,,,,$2000 (allowance),N/A,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",N/A,No,,Identical,N/A,N/A,Y,Y,Y,Y,Y,Y,Strong,NC,NC,NC,NC,UNK,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,NC,NC,NC,,NC,NC,NC,NC,Superior Vision,Silver&Fit,"Y – you can select one Home Fitness Kit per benefit year from a variety of kit options, including a wearable fitness tracker",NC,Hearing Care Solutions,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,"$50,000 (USD) combined limit per year for emergency and urgent care services provided outside the U.S. and its territories",NC,,,UNK,Y
OR: Eugene & Portland,"UnitedHealth Group, Inc.",H2228 - 029 - 000,Premium PPO,,,,,"$1,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,NC,"OptumHealth Care Solutions, LLC (Optum)",12 visits each year,,"OptumHealth Care
Solutions, LLC (Optum)",Unlimited visits included in the Naturopathy Services benefit,"OptumHealth Care Solutions, LLC (Optum)",12 visits each year,UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
OR: Portland,"Cambia Health Solutions, Inc.",H3817 - 011 - 002,Premium PPO,,,,,"$2,000",Y,"50% IN, 50% OON","50% IN, 50% OON","50% IN, 50% OON","50% IN, 50% OON","50% IN, 50% OON",N?A?,?,Yes,,Identical,N,Y,Y,Y,Y,Y,Y,Y,Weak,NC,NC,NC,NC,UNK,"Quarterly (see additional note below, row 95)",Y,UNK/N (no mention of catalog in EOC),Y,N (no mention of phone in EOC),N,NC,NC,NC,NC,N,N     ,N     ,UNK,Additional acupuncture – Certain acupuncture treatment services are covered from a certified Acupuncturist. • Benefits are combined with the Additional chiropractic services • Limited to 18 combined visits every calendar year,,UNK,Therapeutic massage – Certain services are covered from a licensed Massage Therapist. • Limited to 6 visits every calendar year • Up to 60 minutes per visit,UNK,Additional chiropractic – Services include: Manipulations considered maintenance therapy or to maintain alignment. • Benefits are combined with Additional acupuncture services. • Limited to 18 combined visits every calendar year.,VSP Vision Care,Silver&Fit®,"Y -- The Silver&Fit Connected!™ Tool: The Silver&Fit Connected! tool will assist with tracking your activity. 
",NC,TruHearing,XXX,XXX,XXX,"Y -- Home & bathroom safety devices – Members are eligible to purchase select bathroom safety items, such as shower/bathtub grab bar and bench, commode rails or elevated toilet seats from suppliers or retailers. Installation and in-home assessment are not covered. 
",Papa Pals,"In-home support services – Papa is companionship and daily support for members. Service is provided for up to 48 hours per year. Additional hours may be purchased. Covered services include: ● House tasks: meal prep, organization, laundry ● Companionship: conversation, board games, reading, exercise ● Tech help: Setting up personal tech devices such as a phone or computer, assisting with telehealth appointments ● Transportation: To and from doctor appointments, grocery shopping, errands ● Virtual visits: virtual services and companionship.",Lively,Coverage for one personal emergency response device and monthly monitoring through Lively.,Mom's Meals,NC,NC -- note that Hospice Care benefit includes short-term respite care.,UNK,Y -- see Row 81; Papa Pals In-Home Support Services benefit includes companionship,,,Regence Advice24,Y
OR: Portland,Humana Inc.,H1036 - 153 - 000,Zero MAPD HMO,,,,,"$2,500",Y,N/A,"0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON",N/A,Humana,No,,Different,N,Y,N,Y,Y,N,Y,N,Weak,NC,NC,NC,NC,UNK,Quarterly,N ,"UNK -- EOC mentions only mail order service and order form, no details on how to order are provided.","UNK -- EOC mentions only mail order service and order form, no details on how to order are provided.","UNK -- EOC mentions only mail order service and order form, no details on how to order are provided.",N ,NC,NC,NC,NC,N ,"Y -- Members receive $500 annual allowance on a prepaid card which can be used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend their coverage.
","N -- can be used for vision, dental, and/or hearing",UNK,25 visits per calendar year,,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,UNK,NC,,,NC,NC
PA: Philadelphia,Highmark Health,H3957 - 042 - 001,Giveback MAPD HMO,,,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA: Philadelphia,Humana Inc.,H5525 - 017 - 000,Premium PPO,,,,Y,"$3,000",Y,N/A,"0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON",N/A,Humana,No,,Different,N,Y,N,Y,Y,N,Y,N,Same,UNK,$50 Shared (Healthy Options Allowance),Monthly,Y,UNK,Quarterly,UNK,Y- Mail order,Y - Mail order,Y- Mail order,N,UNK,Monthly,"$50- Shared (Healthy Options Allowance) General supports for living (rent assistance, utilities, internet
payments**)",Y,"Healthy Options Allowance
Members diagnosed with a chronic health condition may receive $50
every month to use toward the purchase of items and services, such as:
• Food and produce
• Over-the-Counter (OTC) products
• Home supplies
• General supports for living (rent assistance, utilities, internet
payments**)
• Meal delivery services
• Personal wellness products
• Bathroom safety devices
• Non-medical transportation**
• Pest control**
• Robotic pets
• Disaster-relief products
• Pet care and supplies**","* Humana Flex Allowance
Members receive $500 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N/A,NC,N/A,,NC,NC,NC,NC,EyeMed,SilverSneakers®,NC,NC,TruHearing,UNK,24 one-way trips/year,50 mikes,"$50 Shared (Healthy Options Allowance) • Personal wellness products
• Bathroom safety devices",NC,NC,NC,NC,"* Humana Well Dine
® (Mom's meals)",NC,NC,UNK,NC,,,UNK,UNK
SC: Upstate,Humana Inc.,H5216 - 345 - 000,Giveback MAPD PPO,,,,,"$2,000",Y,"50% IN, 50% OON (optional)","50% IN, 50% OON (optional)",N/A,"50% IN, 50% OON (optional)","50% IN, 50% OON (optional)",N/A,Humana,Yes,,Same,N,Y (only optional plans),N,Y (only optional plans),Y (only optional plans),N,Y (only optional plans),Y (only optional plans),Same/Strong,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,N ,N ,NC ,NC,NC,,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,XXX,XXX,XXX,NC,,NC,NC,NC,UNK,NC,NC,UNK,NC,,,NC,NC
SC: Upstate,"UnitedHealth Group, Inc.",H2577 - 005 - 000,Giveback MAPD PPO,,,,,"$1,000",Y,"0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON","0%, IN, 0% OON",UnitedHealthCare,No,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Same/Strong,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,N ,N ,NC,NC,NC,,NC,NC,NC,NC,UnitedHealthcare Vision®,Renew Active®,NC,NC,UnitedHealthcare Hearing,XXX,XXX,XXX,NC,NC,NC,Lifeline,$0 copayment for device and monitoring. You must have a working landline or live in an area that has AT&T wireless coverage to get a PERS device. The cellular device works nationwide with the AT&T wireless network but does not require you to have AT&T. Home-delivered devices available nationwide through Lifeline.,Mom's Meals,NC,NC,UNK,NC,,,NurseLine,Y
SC: Upstate,Humana Inc.,H5216 - 280 - 002,Premium PPO,,,,,"$2,000",Y,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,No,,Identical,N,Y,N,Y,Y,Y,Y,Y,Same,NC,NC,NC,NC,UNK,Quarterly,N ,"UNK -- EOC mentions only mail order service and order form, no details on how to order are provided.","UNK -- EOC mentions only mail order service and order form, no details on how to order are provided.","UNK -- EOC mentions only mail order service and order form, no details on how to order are provided.",N ,UNK -- note that this is only covered for members w/ chronic conditions; see Row 94,NC,NC,NC,N ,N,N ,NC,NC,,NC,NC,UNK,"12 visits per calendar year -- Covered supplemental services include: • New and established patient examinations • Select x-ray procedures • Non-spinal/extremity manipulation • Select physical medicine modalities and procedures
",EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,XXX,XXX,XXX,NC -- NOTE: these are covered for members w/ chronic conditions; see Row 94,UNK,With the Personal Home Care benefit you will be eligible to receive services for a minimum of 4 hours per day up to a maximum of 80 hours per year for certain in-home support services to assist individuals with disabilities and/or medical conditions in performing activities of daily living (ADLs)- and Instrumental Activities of Daily living (IADLs) within the home by a qualified aide. A member must be receiving assistance with a minimum of one ADL to receive assistance with any IADL.,Lifeline,"$0 copayment per year for installation and monitoring service. On The Go Mobile personal help button functions both in and out of the house, uses two-way voice communication & five location-seeking technologies to send help quickly to wherever the member is located. On the Go Mobility personal help button functions both in and out of the house and offers fall detection remotely activated/deactivated, up to 5 days of battery life, location services, and wandering.",UNK,NC,NC,UNK,NC -- NOTE: robotic pets are covered for members w/ chronic conditions; see Row 94,,,NC,N 
TN: Chattanooga,CVS Health Corporation,H5521 - 281 - 000,Premium PPO,,,,,"$2,200",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON",N/A?,Aetna PPO,No,Vendor,Identical,N,Y,N?,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,NC,NC,NC,,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,UNK,XXX,XXX,XXX,NC,NC,NC,NC,NC,GA Foods,NC,NC,"$250,000 annual maximum benefit for worldwide emergency and urgently needed care.",NC,,,UNK,Y
TN: Chattanooga,BlueCross BlueShield of Tennessee,H7917 - 036 - 000,Premium PPO,,,,,"$2,000",Y,"0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON",N/A,?,No,,Different,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,UNK,Quarterly,N ,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,NC,NC,NC,,NC,NC,NC,NC,EyeMed Vision Care,Silver&Fit®,NC,NC,TruHearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,UNK,NC,,,UNK,Y
TN: Chattanooga & Knoxville,BlueCross BlueShield of Tennessee,H7917 - 010 - 000,Premium PPO,,,,,"$4,000",Y,"0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON","0% IN, 50% OON",N/A,?,No,,Different,N,Y,Y,Y,Y,N?,Y,Y,Same/Strong,NC,NC,NC,NC,UNK,Quarterly,N ,Y,Y,Y,N,NC,NC,NC,NC,N ,N ,NC,NC,NC,,NC,NC,NC,NC,EyeMed Vision Care,Silver&FIt,NC,NC,TruHearing,XXX,XXX,XXX,NC,NC,NC,NC,NC,UNK,NC,NC,UNK,NC,,,UNK,Y
